2022-08-28T07:14:10.980845800Z|LOG-IN| 
2022-08-28T07:15:31.852698500Z|LOG-IN| 
2022-08-28T07:16:37.196149600Z|LOG-IN| 
2022-08-28T07:16:46.215025300Z|LOG-OUT| 
2022-08-28T07:16:55.501031300Z|LOG-IN| 
2022-08-28T07:28:31.284813100Z|LOG-IN| 
2022-08-28T07:28:39.536178500Z|LOG-OUT| 
2022-08-28T07:28:40.665000900Z|LOG-IN| 
2022-08-28T07:51:47.519113300Z|LOG-IN| 
