2022-08-28T07:14:10.976847200Z|LOG-IN|192.168.41.2| 
2022-08-28T07:15:31.847698600Z|LOG-IN|192.168.41.2| 
2022-08-28T07:16:37.192154Z|LOG-IN|192.168.41.2| 
2022-08-28T07:16:46.213024800Z|LOG-OUT|192.168.41.2| 
2022-08-28T07:16:55.501031300Z|LOG-IN|192.168.41.2| 
2022-08-28T07:28:31.280814600Z|LOG-IN|192.168.41.2| 
2022-08-28T07:28:39.534177300Z|LOG-OUT|192.168.41.2| 
2022-08-28T07:28:40.665000900Z|LOG-IN|192.168.41.2| 
2022-08-28T07:51:47.514114400Z|LOG-IN|192.168.41.2| 
